id,surface,path,snippet,legacy_roles,class,target_mapping,risk,status
BE-0600,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0601,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0602,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0603,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0604,be,backend/app/api/v1/settings/leads.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0605,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0606,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0607,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0608,be,backend/app/api/v1/settings/leads.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0609,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0610,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0611,be,backend/app/api/v1/settings/leads.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0612,be,backend/app/api/v1/settings/leads.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0613,be,backend/app/api/v1/settings/leads.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0614,be,backend/app/api/v1/settings/leads.py:447,include_secret = ctx.role == Role.administrator.value,administrator,TRUST,keep canonical trust role,M,open
BE-0615,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0616,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0617,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0618,be,backend/app/api/v1/settings/team.py,"require_roles(                 Role.administrator,                 Role.supervisor,                 Role.recruiter,                 Role.client_manager,        ","administrator,client_manager,client_processor,compliance_officer,hr_officer,recruiter,supervisor,viewer",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0619,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor, Role.manager, Role.recruiter)","administrator,manager,recruiter,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0620,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor, Role.manager)","administrator,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0621,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor, Role.manager)","administrator,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0622,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0623,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0624,be,backend/app/api/v1/settings/team.py,"require_roles(                 Role.administrator,                 Role.employee,                 Role.supervisor,                 Role.recruiter,              ","administrator,client_manager,client_processor,compliance_officer,employee,hr_officer,recruiter,supervisor,viewer",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0625,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0626,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0627,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0628,be,backend/app/api/v1/settings/team.py,require_roles(*HIRING_GATES_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0629,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0630,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0631,be,backend/app/api/v1/settings/team.py,"require_roles(Role.administrator, Role.supervisor, Role.client_manager)","administrator,client_manager,supervisor",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0632,be,backend/app/api/v1/settings/team.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0633,be,backend/app/api/v1/settings/team.py:198,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0634,be,backend/app/api/v1/settings/team.py:199,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0635,be,backend/app/api/v1/settings/team.py:200,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0636,be,backend/app/api/v1/settings/team.py:201,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0637,be,backend/app/api/v1/settings/team.py:202,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0638,be,backend/app/api/v1/settings/team.py:203,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0639,be,backend/app/api/v1/settings/team.py:204,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0640,be,backend/app/api/v1/settings/team.py:205,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0641,be,backend/app/api/v1/settings/team.py:360,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0642,be,backend/app/api/v1/settings/team.py:361,"Role.employee,",employee,TRUST,keep canonical trust role,M,open
BE-0643,be,backend/app/api/v1/settings/team.py:362,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0644,be,backend/app/api/v1/settings/team.py:363,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0645,be,backend/app/api/v1/settings/team.py:364,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0646,be,backend/app/api/v1/settings/team.py:365,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0647,be,backend/app/api/v1/settings/team.py:366,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0648,be,backend/app/api/v1/settings/team.py:367,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0649,be,backend/app/api/v1/settings/team.py:368,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0650,be,backend/app/api/v1/settings/team.py:388,"if getattr(tenant, ""type"", None) == TenantType.company and role_for_matrix == UserRole.recruiter.value:",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0651,be,backend/app/api/v1/settings/team.py:389,role_for_matrix = UserRole.client_processor.value,client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0652,be,backend/app/api/v1/settings/lead_lifecycle_email.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0653,be,backend/app/api/v1/settings/communications.py,"require_roles(                 Role.administrator,                 Role.supervisor,                 Role.recruiter,                 Role.client_manager,        ","administrator,client_manager,client_processor,recruiter,supervisor",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0654,be,backend/app/api/v1/settings/communications.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0655,be,backend/app/api/v1/settings/communications.py:26,"if (ctx.role or """").strip().lower() == Role.superadmin.value:",superadmin,TRUST,keep canonical trust role,M,open
BE-0656,be,backend/app/api/v1/settings/communications.py:522,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0657,be,backend/app/api/v1/settings/communications.py:523,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0658,be,backend/app/api/v1/settings/communications.py:524,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0659,be,backend/app/api/v1/settings/communications.py:525,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0660,be,backend/app/api/v1/settings/communications.py:526,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0661,be,backend/app/api/v1/settings/email.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0662,be,backend/app/api/v1/settings/email.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0663,be,backend/app/api/v1/settings/email.py,"require_roles(Role.admin, Role.owner)","admin,owner",ALIAS,normalize via normalize_trust_role,M,open
BE-0664,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:22,"if (ctx.role or """").strip().lower() == Role.superadmin.value:",superadmin,TRUST,keep canonical trust role,M,open
BE-0665,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:77,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0666,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:78,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0667,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:79,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0668,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:80,"Role.manager,",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0669,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:81,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0670,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:82,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0671,be,backend/app/api/v1/settings/hiring_pipeline_gates_impl.py:83,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0672,be,backend/app/api/v1/recruiters/router.py,"require_roles(Role.admin, Role.manager, Role.supervisor)","admin,manager,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0673,be,backend/app/api/v1/invoices/router.py:171,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0674,be,backend/app/api/v1/invoices/router.py:171,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0675,be,backend/app/api/v1/invoices/router.py:171,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0676,be,backend/app/api/v1/invoices/router.py:272,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0677,be,backend/app/api/v1/invoices/router.py:272,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0678,be,backend/app/api/v1/invoices/router.py:272,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0679,be,backend/app/api/v1/invoices/router.py:486,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0680,be,backend/app/api/v1/invoices/router.py:486,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0681,be,backend/app/api/v1/invoices/router.py:486,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0682,be,backend/app/api/v1/invoices/router.py:565,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0683,be,backend/app/api/v1/invoices/router.py:565,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0684,be,backend/app/api/v1/invoices/router.py:565,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0685,be,backend/app/api/v1/invoices/router.py:614,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0686,be,backend/app/api/v1/invoices/router.py:614,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0687,be,backend/app/api/v1/invoices/router.py:614,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0688,be,backend/app/api/v1/invoices/router.py:684,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0689,be,backend/app/api/v1/invoices/router.py:684,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0690,be,backend/app/api/v1/invoices/router.py:684,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0691,be,backend/app/api/v1/invoices/router.py:832,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0692,be,backend/app/api/v1/invoices/router.py:832,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0693,be,backend/app/api/v1/invoices/router.py:832,"if current_user.role not in (Role.manager, Role.admin, Role.superadmin):",superadmin,TRUST,keep canonical trust role,M,open
BE-0694,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0695,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0696,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0697,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0698,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0699,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0700,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0701,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0702,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0703,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0704,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0705,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0706,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0707,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0708,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0709,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0710,be,backend/app/api/v1/admin/users.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0711,be,backend/app/api/v1/admin/users.py:38,"if (ctx.role or """").strip().lower() == Role.superadmin.value:",superadmin,TRUST,keep canonical trust role,M,open
BE-0712,be,backend/app/api/v1/admin/companies_access.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0713,be,backend/app/api/v1/admin/companies_access.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0714,be,backend/app/api/v1/admin/companies_access.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0715,be,backend/app/api/v1/admin/companies_access.py:32,if ctx.role == Role.supervisor.value:,supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0716,be,backend/app/api/v1/admin/companies_access.py:34,"if value in {Role.administrator.value, Role.supervisor.value}:",administrator,TRUST,keep canonical trust role,M,open
BE-0717,be,backend/app/api/v1/admin/companies_access.py:34,"if value in {Role.administrator.value, Role.supervisor.value}:",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0718,be,backend/app/api/v1/admin/companies_access.py:44,if ctx.role != Role.supervisor.value:,supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0719,be,backend/app/api/v1/admin/companies_access.py:108,if _role_value(user.role).lower() == Role.administrator.value:,administrator,TRUST,keep canonical trust role,M,open
BE-0720,be,backend/app/api/v1/admin/draft_reminders.py,"require_roles(Role.administrator, Role.superadmin)","administrator,superadmin",TRUST,keep canonical trust role,M,open
BE-0721,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0722,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0723,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0724,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0725,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0726,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0727,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0728,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0729,be,backend/app/api/v1/admin/org_units.py,require_roles(*_ORG_UNIT_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0730,be,backend/app/api/v1/admin/org_units.py:26,"_ORG_UNIT_MANAGER_ROLES = (Role.administrator, Role.supervisor)",administrator,TRUST,keep canonical trust role,M,open
BE-0731,be,backend/app/api/v1/admin/org_units.py:26,"_ORG_UNIT_MANAGER_ROLES = (Role.administrator, Role.supervisor)",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0732,be,backend/app/api/v1/admin/audit.py,"require_roles(Role.administrator, Role.superadmin)","administrator,superadmin",TRUST,keep canonical trust role,M,open
BE-0733,be,backend/app/api/v1/admin/audit.py:59,"if (ctx.role or """").strip().lower() == Role.superadmin.value:",superadmin,TRUST,keep canonical trust role,M,open
BE-0734,be,backend/app/api/v1/platform/module_registry.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0735,be,backend/app/api/v1/platform/module_registry.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0736,be,backend/app/api/v1/platform/field_registry.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0737,be,backend/app/api/v1/platform/field_registry.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0738,be,backend/app/api/v1/platform/field_registry.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0739,be,backend/app/api/v1/platform/forms_builder.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0740,be,backend/app/api/v1/platform/forms_builder.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0741,be,backend/app/api/v1/platform/forms_builder.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0742,be,backend/app/api/v1/platform/forms_builder.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0743,be,backend/app/api/v1/platform/forms_builder.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-0744,be,backend/app/api/v1/platform/campaigns.py,"require_roles(Role.administrator, Role.supervisor, Role.recruiter, Role.client_manager, Role.superadmin)","administrator,client_manager,recruiter,superadmin,supervisor",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0745,be,backend/app/api/v1/platform/campaigns.py,"require_roles(             Role.administrator,             Role.supervisor,             Role.recruiter,             Role.client_manager,             Role.viewer","administrator,client_manager,hr_officer,recruiter,superadmin,supervisor,viewer",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0746,be,backend/app/api/v1/platform/campaigns.py:111,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0747,be,backend/app/api/v1/platform/campaigns.py:112,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0748,be,backend/app/api/v1/platform/campaigns.py:113,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0749,be,backend/app/api/v1/platform/campaigns.py:114,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0750,be,backend/app/api/v1/platform/campaigns.py:115,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0751,be,backend/app/api/v1/platform/campaigns.py:116,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0752,be,backend/app/api/v1/platform/campaigns.py:117,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0753,be,backend/app/api/v1/platform/marketing_sources.py,"require_roles(             Role.administrator,             Role.supervisor,             Role.recruiter,             Role.client_manager,             Role.viewer","administrator,client_manager,hr_officer,recruiter,superadmin,supervisor,viewer",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0754,be,backend/app/api/v1/platform/marketing_sources.py,"require_roles(             Role.administrator,             Role.supervisor,             Role.superadmin,         )","administrator,superadmin,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-0755,be,backend/app/api/v1/platform/marketing_sources.py:36,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0756,be,backend/app/api/v1/platform/marketing_sources.py:37,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0757,be,backend/app/api/v1/platform/marketing_sources.py:38,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0758,be,backend/app/api/v1/platform/marketing_sources.py:39,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0759,be,backend/app/api/v1/platform/marketing_sources.py:40,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0760,be,backend/app/api/v1/platform/marketing_sources.py:41,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0761,be,backend/app/api/v1/platform/marketing_sources.py:42,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0762,be,backend/app/api/v1/platform/marketing_sources.py:50,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0763,be,backend/app/api/v1/platform/marketing_sources.py:51,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0764,be,backend/app/api/v1/platform/marketing_sources.py:52,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0765,be,backend/app/api/v1/platform/entity_profiles.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0766,be,backend/app/api/v1/platform/entity_profiles.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0767,be,backend/app/api/v1/platform/entity_profiles.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0768,be,backend/app/api/v1/platform/entity_profiles.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0769,be,backend/app/api/v1/platform/marketing_diagnostics.py,"require_roles(             Role.administrator,             Role.supervisor,             Role.recruiter,             Role.client_manager,             Role.viewer","administrator,client_manager,hr_officer,recruiter,superadmin,supervisor,viewer",PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0770,be,backend/app/api/v1/platform/marketing_diagnostics.py:43,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0771,be,backend/app/api/v1/platform/marketing_diagnostics.py:44,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0772,be,backend/app/api/v1/platform/marketing_diagnostics.py:45,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0773,be,backend/app/api/v1/platform/marketing_diagnostics.py:46,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0774,be,backend/app/api/v1/platform/marketing_diagnostics.py:47,"Role.viewer,",viewer,TRUST,keep canonical trust role,M,open
BE-0775,be,backend/app/api/v1/platform/marketing_diagnostics.py:48,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0776,be,backend/app/api/v1/platform/marketing_diagnostics.py:49,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-0777,be,backend/app/api/v1/platform/requirement_rules.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0778,be,backend/app/api/v1/platform/requirement_rules.py,require_roles(*HIRING_CANDIDATE_PROFILE_READ_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0779,be,backend/app/api/v1/platform/tenant_requirement_overrides.py,require_roles(*ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
